User,Gesture,Machine,Accuracy,Precision,Recall,F1
DM32,GoOut,SVM,0.97368,1,0.71429,0.83333
DM32,GoOut,NN,0.98684,1,0.85714,0.92308
DM32,Hearing,DT,0.97368,0.875,0.875,0.875
DM32,Hearing,SVM,0.97368,0.8,1,0.88889
DM32,Hearing,NN,0.98684,0.88889,1,0.94118
DM34,About,DT,0.9875,1,0.875,0.93333
DM34,About,SVM,0.9875,1,0.875,0.93333
DM34,About,NN,1,1,1,1
DM34,And,DT,0.9875,0.88889,1,0.94118
DM34,And,SVM,1,1,1,1
DM34,And,NN,0.9875,0.88889,1,0.94118
DM34,Can,DT,0.975,1,0.75,0.85714
DM34,Can,SVM,0.975,1,0.75,0.85714
DM34,Can,NN,0.975,1,0.75,0.85714
DM34,Cop,DT,0.85,0,0,0
DM34,Cop,SVM,0.9125,1,0.125,0.22222
DM34,Cop,NN,0.925,1,0.25,0.4
DM34,Deaf,DT,0.9875,0.88889,1,0.94118
DM34,Deaf,SVM,1,1,1,1
DM34,Deaf,NN,1,1,1,1
DM34,Decide,DT,0.925,0.66667,0.5,0.57143
DM34,Decide,SVM,0.9625,0.85714,0.75,0.8
DM34,Decide,NN,0.8875,0.42857,0.375,0.4
DM34,Father,DT,0.95,0.75,0.75,0.75
DM34,Father,SVM,0.9875,1,0.875,0.93333
DM34,Father,NN,0.9625,0.85714,0.75,0.8
DM34,Find,DT,0.975,1,0.75,0.85714
DM34,Find,SVM,0.9875,1,0.875,0.93333
DM34,Find,NN,0.95,1,0.5,0.66667
DM34,GoOut,DT,0.9125,0.54545,0.75,0.63158
DM34,GoOut,SVM,0.975,0.875,0.875,0.875
DM34,GoOut,NN,0.975,0.875,0.875,0.875
DM34,Hearing,DT,0.9625,1,0.625,0.76923
DM34,Hearing,SVM,0.975,0.875,0.875,0.875
DM34,Hearing,NN,0.9625,0.85714,0.75,0.8
DM36,About,DT,0.9125,0.57143,0.5,0.53333
DM36,About,SVM,0.9875,1,0.875,0.93333
DM36,About,NN,0.95,0.66667,1,0.8
DM36,And,DT,0.9625,1,0.625,0.76923
DM36,And,SVM,0.975,1,0.75,0.85714
DM36,And,NN,0.975,1,0.75,0.85714
DM36,Can,DT,1,1,1,1
DM36,Can,SVM,1,1,1,1
DM36,Can,NN,1,1,1,1
DM36,Cop,DT,0.9875,0.88889,1,0.94118
DM36,Cop,SVM,1,1,1,1
DM36,Cop,NN,1,1,1,1
DM36,Deaf,DT,0.95,1,0.5,0.66667
DM36,Deaf,SVM,1,1,1,1
DM36,Deaf,NN,0.975,0.8,1,0.88889
DM36,Decide,DT,0.9875,0.88889,1,0.94118
DM36,Decide,SVM,1,1,1,1
DM36,Decide,NN,1,1,1,1
DM36,Father,DT,0.925,0.75,0.375,0.5
DM36,Father,SVM,0.9875,1,0.875,0.93333
DM36,Father,NN,0.9625,0.77778,0.875,0.82353
DM36,Find,DT,0.8875,0.45455,0.625,0.52632
DM36,Find,SVM,0.9375,1,0.375,0.54545
DM36,Find,NN,0.925,1,0.25,0.4
DM36,GoOut,DT,0.925,0.57143,1,0.72727
DM36,GoOut,SVM,0.95,0.75,0.75,0.75
DM36,GoOut,NN,0.8875,0.42857,0.375,0.4
DM36,Hearing,DT,0.9625,1,0.625,0.76923
DM36,Hearing,SVM,1,1,1,1
DM36,Hearing,NN,0.975,0.875,0.875,0.875
