0.22559,0.2168,0.21777,0.229,0.21289,0.2251,0.21631,0.21436,0.19141,0.22705,0.19971,0.21729,0.21875,0.1958,0.15332,0.11279,0.097168,0.12891,0.1665,0.1875,0.19531,0.16309,0.15381,0.15625,0.12061,0.2334,0.23047,0.1333,0.14307,0.15918,0.31982,0.48828,0.46484,0.82129,0.79492,0.84277,1.0137,1.1357,0.94482,0.87256,0.93115,0.94287,0.92773,0.94238,0.92871
-0.81934,-0.83594,-0.82666,-0.82617,-0.81396,-0.81885,-0.83838,-0.83154,-0.8291,-0.86084,-0.82764,-0.8335,-0.84033,-0.85498,-0.84814,-0.85352,-0.81396,-0.80371,-0.83936,-0.85107,-0.86328,-0.87256,-0.84912,-0.86914,-0.81982,-0.89648,-0.88135,-0.8877,-0.83789,-0.68408,-0.81104,-0.9043,-0.7207,-0.63574,-0.69678,-0.54492,-0.32471,-0.37646,-0.51611,-0.33252,-0.38916,-0.26758,-0.36816,-0.34082,-0.33154
0.54883,0.54102,0.55664,0.55615,0.54932,0.54443,0.54639,0.54639,0.53662,0.5625,0.53613,0.56104,0.53271,0.53955,0.53076,0.53662,0.52393,0.52832,0.5376,0.54639,0.54297,0.51367,0.52344,0.5459,0.55029,0.53174,0.49512,0.53027,0.52441,0.44482,0.42139,0.48242,0.30273,0.3623,0.30176,0.19531,0.16211,-0.05127,-0.0043945,0.056641,0.15186,0.061035,0.053223,0.099609,0.093262
0.098145,0.10645,0.08252,0.092773,0.09668,0.094727,0.077148,-0.066895,-0.051758,-0.23438,-0.26123,-0.11035,0.023926,-0.0058594,0.091797,0.20947,0.1377,0.069824,-0.058594,-0.070801,-0.038574,-0.025879,-0.041504,-0.067871,0.0087891,0.11572,0.010742,-0.0029297,0.12207,0.14355,0.10352,0.6123,0.89551,0.84473,0.90918,0.95654,0.9585,0.85791,0.89258,0.93213,0.92578,0.90771,0.94092,0.92529,0.91797
0.86963,0.87354,0.8584,0.88525,0.86865,0.88232,0.88916,0.97168,1.1016,0.93164,0.79199,0.69678,0.77588,0.79883,0.89844,1.0547,1.0269,1.0781,0.98486,0.96826,0.85449,0.9292,0.85059,0.84619,0.83643,0.96875,0.90723,0.86963,0.69434,0.71143,0.75293,0.87402,0.65918,0.64551,0.46191,0.39795,0.46631,0.38379,0.37549,0.28809,0.27734,0.31836,0.30029,0.31201,0.28857
0.51074,0.51221,0.51367,0.50928,0.51221,0.50879,0.51953,0.47461,0.44043,0.57666,0.37158,0.34521,0.38525,0.43799,0.44141,0.44629,0.47168,0.42725,0.39746,0.37695,0.39111,0.42822,0.56055,0.50635,0.46924,0.50146,0.44971,0.51611,0.51953,0.33447,0.55469,0.30127,0.36475,0.38867,0.21631,0.18359,0.13867,0.071777,0.02832,0.16064,0.12988,0.12305,0.11426,0.12842,0.16064
3,-3,2,1,-1,5,1,-2,-5,5,7,-5,1,-18,-1,-8,11,14,-2,6,17,8,-15,-26,-7,25,-16,-14,4,8,-9,-21,-40,11,-1,1,7,-5,3,-4,3,-2,-7,-1,-3
-3,-1,-1,-1,0,5,-4,-9,-8,5,-8,-4,2,0,4,-8,4,0,3,-9,6,-3,-5,-11,-1,-4,12,-9,-4,0,-1,15,-9,-12,18,16,-8,-5,-9,-15,1,-10,-12,-16,-10
30,-17,-10,-7,-10,13,-10,-12,-53,54,-35,-14,6,44,-15,12,-4,-7,-24,-76,3,-5,75,-18,27,-32,-12,45,-16,-2,-9,11,-7,-17,-31,-13,12,1,-4,-2,4,-3,-3,-1,-4
4,-10,3,-12,-6,1,3,-12,-17,10,-7,1,2,4,5,-3,5,-2,-4,-19,-8,-3,8,-9,24,-24,11,-2,-5,2,-2,20,1,-3,0,4,6,-6,-6,-4,1,2,-3,0,3
