53.536,53.536,51.779,99.561,99.561,94.507,107.49,107.49,101.02,44.532,44.532,41.245,127.28,127.28,110.9,6.7091,6.7125,6.7116,-0.51129,0.34964,-0.85808,-0.79192,-2.1597,-0.3201,-3.2995,-9.2996,-0.65085,-4.0561,-6.0897,-3.1125,2.6874,1.6667,3.7178,3.8959,8.0014,2.6908,1.4114,0.080538,0.022517,3.6591
98,60.316,60.316,99.624,99.624,83.287,52,50.599,50.599,45,0,0,92.583,92.583,81,9.8499,9.7803,10.018,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-19.796,-36.153,-3.6866,-1.5377,-3.5264,-0.50308,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
119.92,119.92,110.48,107,83.481,83.481,55.367,55.367,53.187,45,0,0,217.8,217.8,202.24,7.1109,7.111,7.1107,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,0.38158,-0.78898,1.8652,0.92916,0.35616,1.3611,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
72.081,72.081,71.42,82.486,82.486,71.778,53.232,53.232,50.92,45,0,0,162.76,162.76,160.33,7.0596,7.2427,6.8117,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-3.5746,-4.5396,2.4677,-0.74785,-0.88649,-2.7942,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
58.499,58.499,55.286,55.528,55.528,52.139,69.28,69.28,54.625,45,0,0,226.06,226.06,190.29,7.3449,7.3453,7.3434,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,1.702,0.75456,1.6451,-3.6416,-3.9313,-3.2039,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
80.094,80.094,74.07,101.93,101.93,100.59,115.32,115.32,76.991,45,0,0,79,70.278,70.278,7.4813,7.4809,7.4815,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,0.7725,1.9868,2.7221,-1.7018,1.1373,-2.1794,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
104.32,104.32,102.75,64.971,64.971,61,87,74.426,74.426,45,0,0,77.791,77.791,65.005,7.4526,7.4526,7.4525,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-1.9422,-2.5594,-1.0156,-0.6934,-0.18199,-2.9728,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
104.95,104.95,89.633,120.12,120.12,104.42,80.069,80.069,61.718,45,0,0,140.05,140.05,137.78,7.6972,7.6968,7.6982,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-0.63358,-0.57648,-1.9693,-0.97302,-2.4248,-0.8422,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
57.051,57.051,51.597,50.041,50.041,47.904,85.833,85.833,81.664,45,0,0,143,142.22,142.22,7.8185,7.8185,7.8186,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-0.26314,-0.57518,-1.4228,-1.2069,-0.62132,-1.6559,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
65.677,65.677,56.06,39.375,39.375,36.033,111.25,111.25,95.233,45,0,0,143.66,143.66,130.88,7.689,7.6873,7.6921,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,0.73814,2.7283,-2.229,-2.3716,-1.7268,-3.2696,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
123.63,123.63,101.01,56.011,56.011,54.067,90.318,90.318,76.906,45,0,0,171,116.73,116.73,7.7415,7.7407,7.7426,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-2.662,-2.9142,-1.4513,-0.59007,0.74544,-1.1699,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
56.258,56.258,51.565,42.157,42.157,38.157,60.159,60.159,58.135,45,0,0,180.56,180.56,168.49,7.825,7.825,7.825,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-3.7723,-2.302,-2.6696,-1.9303,-0.62523,-3.141,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
73.368,73.368,67,61,44.257,44.257,72.665,72.665,57.092,45,0,0,147.15,147.15,146.15,7.882,7.8817,7.8827,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-0.62179,-1.0158,-1.2357,-3.4498,-5.8641,-0.31777,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
62.935,62.935,55.061,92.042,92.042,79.772,86.714,86.714,70.055,45,0,0,72.409,72.409,71.775,7.9356,7.9364,7.9347,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,1.3039,7.7034,-3.1697,0.65463,1.628,-1.8407,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
60.74,60.74,48.232,54.264,54.264,52.845,80.492,80.492,74.567,45,0,0,78.736,78.736,75.743,8.0068,8.0008,8.0225,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-0.72411,-1.6768,-1.446,0.22024,-0.13454,-2.3773,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
42.561,42.561,34.074,47.507,47.507,47.47,57,54.37,54.37,45,0,0,87.573,87.573,76.635,8.0143,8.0142,8.0158,-4.2426,-4.2426,-4.2426,-2.8284,-2.8284,-2.8284,-2.6828,-3.6187,-1.6482,-0.076291,-0.22162,-0.85504,3,3,1,3,2,0,0,1.3473e-15,5.6138e-17,0
164.07,164.07,130.46,201.06,201.06,196.48,92.819,92.819,71.708,135,0,0,58,52.133,52.133,1.3085,1.2971,1.3662,5.6569,5.6569,5.6569,2.8284,2.8284,2.8284,0.82359,7.3277,-19.974,-27.609,-41.182,2.3296,9,4,3,7,4,0,0,5.3893e-15,1.4035e-16,0
39,13.807,13.807,53,10.617,10.617,54,12.147,12.147,78.373,78.373,76.594,47,30.68,30.68,9.0164,9.0239,8.9985,-2.7032,-4.058,-0.8388,-1.6101,-1.4578,-0.6893,-2.4148,-1.7704,-2.4888,-1.5885,-1.7678,-1.9523,9.5801,19.313,6.5422,23.567,5.0244,9.6465,19.508,0.52005,0.13252,23.772
0,0,0,45,0,0,45,0,0,53.533,53.533,52.048,0,0,0,8.9757,8.9757,8.9757,-13.978,9.1935,-13.82,-11.428,-3.3478,-14.043,1.4142,1.4142,1.4142,1.4142,1.4142,1.4142,4.0524,5.7038,6.0277,10.436,2.2657,4.0952,5.6391,0.43774,0.13915,10.244
61,18.085,18.085,54,45.339,45.339,44.199,44.199,42,433.18,433.18,377.72,37,19.789,19.789,5.175,5.1781,5.1689,-2.8506,-2.872,-2.4527,-2.4241,-3,-0.36075,-0.91965,-0.97357,-2.0394,-1.5134,-1.4578,-0.91659,15.117,12.986,32.965,13.664,20.082,15.027,12.993,0.64078,0.26351,13.789
59,28.174,28.174,77,56.58,56.58,55,51.203,51.203,464,464,439.45,64,29.319,29.319,5.2024,5.2019,5.2011,-2.1459,-3.0422,0.54839,-2.0917,-1.1517,-1.3528,-0.51672,-2.1583,0.15404,-2.5012,-3.6609,-0.51178,17.783,23.452,35.296,14.579,17.325,17.791,23.56,0.54973,0.25997,14.738
50,11.443,11.443,33.587,33.587,29.561,69,25.515,25.515,282.66,282.66,231.68,43,20.043,20.043,5.1642,5.1656,5.1591,-1.5008,-1.4578,-0.88696,-0.51867,0.084479,-1.7294,0.49965,2.2019,-0.31896,-0.5548,-0.97227,-1.6575,16.594,19.399,21.193,15.662,19.716,16.722,19.593,0.57597,0.23536,15.337
57,14.113,14.113,66,57.236,57.236,53,13.41,13.41,354.29,354.29,345.7,58,13.161,13.161,5.1669,5.1663,5.1661,-2.2597,-2.5171,-1.7139,-2.5362,-1.1965,-1.3425,-0.92255,-1.7639,-0.45073,-1.6381,-1.9894,-3.0478,13.552,18.994,31.704,17.26,16.551,12.947,18.203,0.48174,0.23279,17.338
54,18.125,18.125,59,44.726,44.726,45,26.289,26.289,572.44,572.44,435.52,59,22.17,22.17,4.8259,4.8275,4.8625,-1.5545,-0.22814,-3.1632,-0.25694,-1.0145,-0.85378,-3.629,-3.2704,-2.9013,-2.6872,-2.9142,-1.5106,24.817,20.349,38.277,17.576,29.586,24.728,20.574,0.45294,0.21342,17.72
43,13.176,13.176,73,38.859,38.859,54,17.321,17.321,343.53,343.53,314.61,52,19.002,19.002,4.8872,4.8855,4.8928,-1.6969,-1.3284,-2.4586,-2.187,-1.8126,-1.6982,-1.1544,-0.27038,-2.422,-0.90003,-0.97357,-2.1448,20.448,19.426,28.379,19.067,34.394,20.665,19.266,0.62619,0.27226,19.282
40,19.353,19.353,35,30.878,30.878,45,16.644,16.644,398.1,398.1,330.88,44,23.916,23.916,4.8163,4.8161,4.8205,0.092204,0.043543,-0.36258,-2.0225,-1.3297,-3.0513,-1.4716,-1.4142,-1.3977,-1.36,0.47636,-3.3154,14.134,23.306,25.762,13.543,26.571,14.26,23.569,0.67999,0.23818,13.675
47,22.821,22.821,44,41.329,41.329,50,35.073,35.073,372.02,372.02,262.67,57,18.025,18.025,4.7924,4.7926,4.7944,1.2077,1.0607,0.95191,-3.6523,-4.5,-0.50324,-2.4267,-4.7177,-0.9373,-3.28,-2.0394,-4.7067,14.517,13.776,28.358,17.827,25.581,14.645,13.929,0.59494,0.24406,17.822
49,15.731,15.731,46,25.386,25.386,58,16.697,16.697,264.5,264.5,232.68,37,15.557,15.557,4.7127,4.7123,4.7138,-1.1435,-0.88779,-3.4,-2.0517,-1.3733,-2.5406,-0.14444,0.30219,-4.0494,-2.8214,-2.8284,-2.9635,12.758,20.668,24.59,18.631,23.071,12.8,20.479,0.60099,0.23584,18.834
48,13.059,13.059,39,30.679,30.679,40,15.679,15.679,319.95,319.95,266.08,48,15.588,15.588,4.6616,4.6618,4.6612,-0.16386,0.12932,-1.6474,0.45793,1.1451,-0.41178,-1.4307,-0.7968,-0.60089,-2.3669,-2.8271,-2.6738,19.009,12.012,27.684,14.448,20.734,19.04,12.094,0.66885,0.22944,14.115
50,12.512,12.512,47,18.596,18.596,46,11.632,11.632,216.5,216.5,205.03,43,13.785,13.785,4.587,4.5901,4.5811,-2.7581,-1.6794,0.027164,0.27245,0.13063,-1.5521,-0.60334,-2.2019,0.6813,-3.45,-3.3562,-1.4946,12.499,20.132,20.019,15.155,19.923,12.634,20.341,1.1628,0.25336,15.282
34,12.166,12.166,58,17.335,17.335,49,14.79,14.79,358.13,358.13,265.39,34,17.525,17.525,4.5147,4.5196,4.5053,-1.3655,-0.35746,-1.4564,-3.4878,-4.0171,-1.8564,-1.671,-2.6016,0.028603,-2.1005,-2.43,-2.4983,9.5568,15.723,25.012,13.217,24.087,9.6622,15.775,0.53292,0.21053,13.366
28,27.159,27.159,47,24.745,24.745,46,22.07,22.07,332.15,332.15,306.64,41,11.279,11.279,4.4479,4.4468,4.4488,-2.2801,-2.9564,-0.9045,-1.459,-1.4142,-1.3681,-1.8569,-1.8549,-0.97019,-0.90765,-3.2599,0.14397,11.463,22.585,25.874,14.959,20.943,11.494,22.463,0.61002,0.23463,15.126
41,11.476,11.476,21,17.84,17.84,38,17.112,17.112,351.94,351.94,321.15,41,19.546,19.546,4.3909,4.3949,4.3813,-0.23086,0.085782,-1.2256,0.057232,0.17287,-2.3131,-0.46798,-1.1016,0.11182,-2.2288,-1.8562,-1.217,8.833,18.06,29.477,7.4506,22.946,8.7359,18.189,0.63039,0.23326,7.4572
46,16.735,16.735,56,26.814,26.814,44,15.121,15.121,313.1,313.1,296.58,37,14.136,14.136,4.3255,4.3287,4.3211,-1.3274,-1.5435,0.35513,0.46097,1.1016,0.023213,-5.2038,-6.4458,-4.0783,-1.526,-1.4578,-0.94623,11.647,16.173,22.851,14.315,15.409,11.771,15.783,0.59299,0.22057,14.467
46,10.539,10.539,66,16.298,16.298,54,11.41,11.41,222.13,222.13,216.98,43,14.737,14.737,4.2043,4.2053,4.2008,-1.2833,-0.27038,-2.119,-0.022714,-0.61742,-0.60252,-2.3478,-1.7268,-2.9106,-0.15518,0.74674,-0.77485,14.549,17.595,19.777,12.393,23.13,14.665,17.744,0.58422,0.22441,12.406
48,21.732,21.732,62,26.268,26.268,55,16.762,16.762,306.73,306.73,299.14,42,10.392,10.392,4.139,4.1421,4.1358,-1.1455,-0.83904,0.17321,0.8981,1.5422,-0.58548,-2.0798,-1.5026,-0.73824,-0.50433,-0.31131,-1.266,15.167,14.398,27.143,16.474,19.245,15.205,14.492,0.67752,0.22355,16.513
35,15.178,15.178,34,27.134,27.134,51,18.735,18.735,223.53,223.53,162.15,46,17.251,17.251,4.067,4.0686,4.0609,-2.1538,-1.5461,-0.18135,-0.47809,-1.719,-0.46106,-0.92406,-0.26907,-1.9018,-1.962,-2.3865,-3.2068,14.421,16.639,14.514,19.557,18.193,14.499,16.78,1.2194,0.2308,19.62
39,15.635,15.635,58,15.452,15.452,56,12.474,12.474,116.83,116.83,110.13,36,16.589,16.589,4.0135,4.0144,4.0105,-1.5457,-1.4578,-0.84083,0.29766,0.13063,-1.4929,-4.561,-4.4168,-2.6738,-1.8948,-2.5158,-1.332,9.0933,11.411,10.397,7.2587,18.23,9.1064,11.532,0.65272,0.19758,7.3076
49,15.472,15.472,47,22.701,22.701,42,12.303,12.303,327.97,327.97,246.33,51,16.575,16.575,3.9441,3.9458,3.9409,-1.8435,-1.4155,-1.6446,-0.72157,0.040936,-0.86942,0.3803,0.13063,-1.4501,-2.7127,-1.7281,-3.2925,12.581,18.751,24.057,10.545,12.012,12.716,18.708,1.1662,0.2377,10.579
52,8.4511,8.4511,49,19.97,19.97,45,12.76,12.76,232.6,232.6,203.67,19,17.923,17.923,9.5947,9.591,9.598,-1.3742,-0.97488,-2.329,-1.0454,-0.35616,-1.0284,-0.67358,-0.35486,-0.78157,-1.6798,-1.372,-2.2937,6.9458,7.3273,19.815,7.5631,19.894,7.0214,7.3751,0.22445,0.19656,7.6452
40,11.832,11.832,41,13,13,45,11.559,11.559,368.35,368.35,352.58,48,14.202,14.202,9.2633,9.2626,9.2628,-0.74063,-1.0594,-0.63264,-1.0494,-1.4129,-1.0323,-1.0707,-0.35616,-1.0877,-1.8696,-2.5158,-1.2728,5.4772,9.4293,31.434,13.186,10.21,5.4045,9.4771,0.25602,0.1915,13.332
47,2,2,40,4.9672,4.9672,8,7.9134,7.9134,200.91,200.91,195.97,32,12.444,12.444,9.0945,9.0962,9.0929,-2.7094,-2.9578,-1.1349,-1.282,-0.93134,-2.6916,-2.0554,-1.9419,0.025046,-1.6639,-2.6016,-0.10643,4.5117,9.8116,16.245,11.044,11.837,4.3983,9.6322,0.18125,0.18123,10.597
317.59,317.59,258.81,208.2,208.2,160.81,144.85,144.85,134.26,38,26.378,26.378,102,83.392,83.392,8.2571,8.2482,8.2722,0.10243,3.0344,-2.6488,0.32374,1.2309,-1.8647,-0.60584,-2.7771,-1.947,3.8075,2.6608,7.1896,3.3665,1.8439,2.3286,1.7951,1.9149,3.4019,1.5049,0.011673,0.018783,1.6361
220.46,220.46,211.38,112.77,112.77,105.37,123.79,123.79,113.21,31,26.095,26.095,53.763,53.763,50.4,7.2813,7.2828,7.2784,-3.6253,-2.7017,-5.4669,-1.5437,0.16765,-3.5672,-1.3219,-0.048755,-1.2309,-1.5667,-4.1835,2.1223,2.7121,2.0055,2.1551,1.7764,2.4585,2.3756,1.6081,0.0063171,0.018366,1.1871
281.73,281.73,261.88,176.89,176.89,109.79,167.71,167.71,167.43,51,24.408,24.408,91.717,91.717,90.817,7.2339,7.2404,7.2289,-1.7185,-2.4723,-1.9515,-2.6929,-3.5752,-1.9482,8.542,4.2544,5.8249,1.0735,-7.1217,5.82,2.2361,1.6799,2.2657,1.5635,1.9206,2.0651,1.3973,0.0073213,0.020486,1.2338
267.47,267.47,203.27,123.92,123.92,121.71,137.62,137.62,130.81,46,14.258,14.258,78.813,78.813,74.542,7.0991,7.099,7.108,-3.0269,-2.9155,-1.8332,-2.1862,-1.3733,-2.4022,-5.611,-4.6885,-6.3441,-2.194,-1.8126,-1.5631,1.5846,1.3744,1.4142,1.3081,1.6533,1.464,1.2276,0.0080745,0.016491,1.1755
329.57,329.57,251.96,190.7,190.7,181,199.61,199.61,162.01,55,15.716,15.716,133.72,133.72,119.54,6.6537,6.6635,6.6353,-0.60355,-0.35486,-0.76843,-1.459,-1.4142,-1.3681,10.237,13.603,-16.928,-2.9688,3.6414,-4.4524,2.2211,1.4376,1.7575,1.9494,1.6865,1.9702,1.0445,0.4489,0.052491,1.3718
