75.107,75.107,74.545,74.545,140.56,140.56,124.73,124.73,166.94,166.94,139.06,139.06,150,137.26,137.26,125.04,87.126,87.126,80.088,80.088,18.717,7.2141,4.0539,3.273,36.301,30.506,30.152,24.606,9.0123,6.4514,1.846,1.7045,58.077,46.725,28.731,22.725,11.99,4.1409,3.4887,2.3212,1.5706,5.9386,1.3499,1.5776,1.3663,0.0055474,1.0507,5.7373,0.0081923,0.0095068,0.31733,17.398,17.398,17.398,2.5954
89.837,89.837,84.382,84.382,154.5,154.5,141.06,141.06,162.92,162.92,113.07,113.07,92.449,92.449,90.159,90.159,86.157,86.157,78.872,78.872,13.983,13.428,12.652,10.629,27.717,25.559,22.853,14.565,17.469,16.714,13.781,8.6626,69.935,37.852,34.524,21.589,7.3907,6.5383,5.9196,5.6444,1.6667,2.4083,1.2472,1.3416,1.2996,0.0070122,1.2358,2.149,0.010756,0.011478,0.38192,24.207,24.207,24.207,4.0809
79.505,79.505,72.515,72.515,173.43,173.43,149.83,149.83,174.1,174.1,165.73,165.73,197,162.13,162.13,136.95,85.461,85.461,81.189,81.189,6.4399,3.1206,2.7628,1.3961,18.92,15.954,14.684,12.959,12.992,7.7843,5.1963,4.2836,50.282,50.11,41.983,34.804,6.3644,5.3807,4.2566,3.9752,1.542,1.8379,1.2996,1.6193,1.5275,0.0028406,1.1472,1.5738,0.0090237,0.0095534,0.37374,19.225,19.225,19.225,2.3737
47.857,47.857,43.13,43.13,134.61,134.61,101.99,101.99,159.58,159.58,130.52,130.52,92.589,92.589,89.82,89.82,62.193,62.193,61.304,61.304,14.943,12.937,11.902,10.681,32.712,20.817,14.646,10.44,11.618,3.9133,2.0266,1.4067,76.127,36.74,35.087,14.54,10.626,8.7221,8.1344,5.884,1.7575,1.6799,1.4142,1.4298,1.2561,0.0070845,1.0745,1.4274,0.0093072,0.013425,0.29392,22.609,22.609,22.609,4.3872
97,63.135,63.135,58.665,176.58,176.58,164.03,164.03,182.4,182.4,165.05,165.05,146,104.7,104.7,94.062,110.25,110.25,77.734,77.734,15.115,7.5435,6.9413,4.3053,44.273,22.489,21.827,11.089,8.0261,5.9624,3.6621,0.90478,39.771,24.337,24.165,21.133,8.2436,7.1196,5.6286,5.3844,1.6465,2.9021,1.3904,1.2561,1.3984,0.004936,1.2289,2.8146,0.010017,0.0092436,0.36085,18.278,18.278,18.278,2.6389
108.09,108.09,49.69,49.69,135.79,135.79,112.02,112.02,126.81,126.81,91.384,91.384,120.78,120.78,108.08,108.08,115.28,115.28,111.73,111.73,28.693,10.418,9.7486,5.2112,22.062,20.764,20.686,14.214,4.7097,4.3591,4.226,4.1624,50.422,43.42,24.61,13.713,8.0273,5.4361,4.0017,3.2912,1.8257,1.6262,1.2649,1.542,1.3904,0.0077454,1.2115,1.2605,0.011049,0.011552,0.34336,29.387,29.387,29.387,3.4078
66.067,66.067,57.883,57.883,164.95,164.95,105.07,105.07,141.81,141.81,125.42,125.42,212.2,212.2,165.15,165.15,133.57,133.57,107.35,107.35,43.721,43.299,17.547,15.825,37.939,24.488,19.584,10.622,8.7638,5.7151,5.3049,2.5228,114.58,76.909,37.403,23.21,7.9783,4.2802,4.2095,3.0905,3.9356,4.714,1.5846,1.633,1.5129,0.0083753,3.7365,4.5307,0.01152,0.020725,0.40009,29.199,29.199,29.199,4.9019
92.986,92.986,82.522,82.522,166.44,166.44,162.69,162.69,117.49,117.49,113.04,113.04,207.32,207.32,205.42,205.42,95.193,95.193,84.721,84.721,37.614,30.475,29.954,6.5976,18.275,8.4471,6.6794,6.0571,9.0187,8.7988,8.3484,5.9419,39.224,33.128,22.205,22.156,14.897,10.098,7.7974,7.4598,2.0548,6.2111,2.0923,1.7127,1.4453,0.0078785,1.9141,6.2497,0.012181,0.01396,0.33023,18.697,18.697,18.697,4.1538
70.481,70.481,69.302,69.302,176,126.21,126.21,98.014,177.68,177.68,124.43,124.43,150,90.104,90.104,87.78,119,77.865,77.865,77.712,8.5185,8.1931,4.2138,4.086,44.098,30.62,19.257,14.51,21.491,9.5435,2.1871,0.96839,85.026,63.506,49.017,42.663,9.6699,7.2061,6.9266,3.1997,2.7689,2.1705,1.9664,1.422,1.4682,0.003567,2.1277,2.0405,0.0071027,0.01013,0.31554,18.276,18.276,18.276,3.2952
72.491,72.491,62.567,62.567,144.26,144.26,131.44,131.44,136.28,136.28,131.93,131.93,264.72,264.72,179.44,179.44,105.61,105.61,82.788,82.788,27.777,10.964,10.717,8.5708,11.583,6.6379,2.3254,1.1984,9.3196,3.1224,2.7191,2.5863,42.257,39.444,11.317,10.923,8.5373,7.9408,7.8774,7.1099,1.9607,2.5777,1.422,1.453,1.3744,0.010149,1.5853,2.6067,0.0080394,0.015233,0.41695,26.235,26.235,26.235,4.5416
