57.877,57.877,45.141,45.141,150.04,150.04,120,111.01,80.537,80.537,80.431,80.431,97.989,97.989,90.112,90.112,51.663,51.663,45.362,45.362,15.688,10.264,8.9104,8.7758,11.347,11.018,9.5211,9.2126,5.6233,4.9028,4.2204,2.8992,35.66,32.042,27.356,23.48,14.56,6.7139,5.7606,3.8782,1.4298,1.8074,1.325,1.4832,1.2649,0.026067,1.0551,1.604,0.01141,0.017941,0.85047,31.139,31.139,31.139,4.7527
42,37.384,37.384,35.695,84.826,84.826,82.207,82.207,166.25,166.25,155.74,155.74,82.057,82.057,81.356,81.356,70.904,70.904,62.694,62.694,15.061,12.026,11.974,10.662,22.588,18.547,18.221,10.294,12.316,11.582,4.6582,4.6572,55.302,52.029,48.555,34.211,16.344,13.968,11.928,4.4809,1.5563,1.5348,1.3824,1.3416,1.4832,0.016421,0.97442,0.96766,0.0078546,0.028858,0.78228,28.504,28.504,28.504,5.2746
77,38.762,38.762,38.231,110.59,110.59,79.066,79.066,103.49,103.49,100.6,100.6,102.97,102.97,90.389,90.389,56,44.244,44.244,40.037,19.568,14.265,7.9461,7.1992,24.097,20.824,16.465,15.915,6.0873,4.4644,1.5873,0.38248,73.427,65.275,50.562,21.84,7.1741,6.7103,4.0085,3.5091,1.5706,1.4682,1.3166,1.3581,1.3166,0.0069522,1.0507,1.1643,0.0064213,0.021794,0.63428,19.517,19.517,19.517,2.156
51.898,51.898,49.898,49.898,97.178,97.178,93.519,93.519,117.71,117.71,102,102,84.549,84.549,67.243,67.243,87,73.988,73.988,66.643,5.9993,2.9473,2.4543,2.3801,24.859,7.1304,7.0216,6.5563,5.9408,5.4201,4.4839,4.2679,23.455,21,16.406,10.16,14.408,12.6,10.417,10.254,1.4063,2.5254,1.3081,2.0923,1.4376,0.01128,0.61791,2.3452,0.009968,0.022956,0.78804,23.316,23.316,23.316,4.8845
31.815,31.815,25.317,25.317,121,96.707,96.707,94.683,107.5,107.5,103.25,103.25,120,84.045,84.045,77.963,62.498,62.498,59,59,5.2666,3.6036,3.5357,3.37,15.368,13.848,11.294,10.898,2.4919,1.8157,1.6388,1.2463,29.652,25.513,24.945,19.856,30.928,14.949,10.522,10.435,1.5635,1.6398,1.3663,1.5635,1.2737,0.023936,0.95716,1.4348,0.012462,0.049941,0.76949,32.413,32.413,32.413,7.8433
69,35.791,35.791,35.348,106.06,106.06,104.93,104.93,105.07,105.07,83.991,83.991,95,82.262,82.262,76.794,97.468,97.468,84.862,84.862,11.02,9.2711,4.0222,2.4662,13.45,13.333,12.995,12.003,1.4936,0.53279,0.29506,0.055651,29.532,23.754,21.797,17.439,15.957,10.917,10.391,7.8136,1.2111,1.6667,1.1738,1.3081,1.3333,0.022647,0.8779,1.5348,0.013652,0.02116,0.79232,31.435,31.435,31.435,5.0956
40.469,40.469,36.331,36.331,115.01,115.01,114.23,114.23,198.91,198.91,139.09,139.09,109.04,109.04,79.079,79.079,73.842,73.842,71.396,71.396,15.371,11.627,10.953,9.622,7.5545,6.3761,5.2599,4.8604,4.9014,3.3726,3.105,2.4607,46.699,40.082,32.136,31.295,8.4793,4.3714,3.0689,2.7401,1.4757,1.1738,1.5563,1.291,1.291,0.012943,1.0764,0.77525,0.0074818,0.016233,0.81831,19.548,19.548,19.548,2.4158
50,36.535,36.535,28.049,118.51,118.51,90.508,90.508,65.078,65.078,59.751,59.751,64.643,64.643,40,38.936,70.054,70.054,62.577,62.577,17.003,2.1447,2.0186,1.9829,9.4277,6.8097,6.7242,4.7827,2.6588,1.8747,1.3273,1.0182,31.013,30.778,22.933,20.618,15.188,13.562,8.6084,7.3418,1.453,1.4063,1.4298,1.3416,1.3333,0.019471,1.066,1,0.013924,0.03667,0.79876,29.153,29.153,29.153,4.7242
48.567,48.567,42.178,42.178,140,120.64,120.64,88.132,82.547,82.547,65,62.615,70,66.647,66.647,60.222,80.933,80.933,80.071,80.071,6.7294,6.4213,5.9582,5.6134,11.793,8.8323,7.4195,2.8691,4.2997,2.8733,2.3772,1.8474,40.84,32.24,30.216,26.488,9.6607,8.5143,7.6026,5.9926,1.7385,1.2737,1.3824,1.3166,1.1547,0.0093306,1.3135,0.90006,0.009315,0.027571,0.7593,28.065,28.065,28.065,3.1348
35.077,35.077,29.916,29.916,92,83.54,83.54,79.149,86.205,86.205,65.033,65.033,55.626,55.626,45.147,45.147,90.107,90.107,56.379,56.379,8.1029,7.7678,4.9483,4.6684,21.715,13.116,12.728,11.079,6.1166,6.006,2.8595,1.7974,31.826,31.057,29.517,24.27,10.016,9.8959,9.5591,6.6931,2.2361,1.422,1.2996,1.5202,1.8679,0.01492,2.1363,1.2039,0.0089634,0.020603,0.76549,23.565,23.565,23.565,4.0786
